# Lp. sigma sigma_kor w_t³. f_t³. w_nie_t³. f_nie_t³. ksi ksi_kor Re[R] Im[R] Amplituda
1.00000000 -2.56876860 -0.56876860 82.78676216 13.17592242 82.82660539 13.18226367 0.03101381 0.00686698 0.09285725 0.68023578 0.00003937
2.00000000 -2.72182024 -0.72182024 113.18255343 18.01356285 113.21527594 18.01877080 0.02404110 0.00637564 0.07115263 1.23664278 0.00003634
3.00000000 -6.50188902 -4.50188902 144.66312693 23.02385173 144.80916702 23.04709474 0.04489971 0.03108843 0.02201818 -0.01607464 0.00000352
# Bieguny w przedziale od 30 do 74.4 Hz
1.000000 -6.807178 -4.807178 205.058502 32.636074 205.171458 32.654052 0.033178 0.023430 -0.233755 0.014651 0.000001
2.000000 -3.205637 -1.205637 236.589063 37.654319 236.610779 37.657775 0.013548 0.005095 0.418072 3.553291 0.000021
3.000000 -8.284506 -6.284506 285.599425 45.454560 285.719556 45.473680 0.028995 0.021995 0.018444 -0.180675 -0.000003
4.000000 -2.649002 -0.649002 381.082566 60.651174 381.091773 60.652639 0.006951 0.001703 -0.598300 -0.255984 -0.000002
5.000000 -67.485000 -65.485000 382.387791 60.858907 388.297113 61.799405 0.173797 0.168647 10.016770 -9.048007 -0.000002
6.000000 -4.444241 -2.444241 426.154608 67.824612 426.177782 67.828301 0.010428 0.005735 -1.186445 -2.131138 -0.000004
7.000000 -2.987385 -0.987385 448.908815 71.446057 448.918755 71.447639 0.006655 0.002199 -0.584726 -1.460849 -0.000003
8.000000 -3.542058 -1.542058 465.838776 74.140544 465.852242 74.142687 0.007603 0.003310 0.202341 0.230355 -0.000000
# Bieguny w przedziale od 75 do 85 Hz
1.000000 -7.949528 -5.949528 478.937674 76.225298 479.003643 76.235798 0.016596 0.012421 -0.333414 -0.699959 -0.000001
2.000000 -6.305226 -4.305226 490.735109 78.102918 490.775614 78.109365 0.012847 0.008772 0.486132 -0.541131 -0.000001
3.000000 -2.902100 -0.902100 515.287877 82.010613 515.296049 82.011913 0.005632 0.001751 -0.280912 -0.059915 -0.000001
4.000000 -2.581106 -0.581106 523.857226 83.374467 523.863585 83.375479 0.004927 0.001109 -0.076314 -0.059549 -0.000000
