# Lp. sigma sigma_kor w_t³. f_t³. w_nie_t³. f_nie_t³. ksi ksi_kor Re[R] Im[R] Amplituda
1.00000000 -2.09059074 -0.09059074 82.86638457 13.18859472 82.89275156 13.19279116 0.02522043 0.00109287 -0.02292490 -0.28590889 -0.00001847
2.00000000 -2.55486748 -0.55486748 113.29690090 18.03176181 113.32570362 18.03634591 0.02254447 0.00489622 -0.04089989 -0.84533243 -0.00002552
# Bieguny w przedziale od 30 do 45 Hz
1.000000 -3.477786 -1.477786 205.268515 32.669499 205.297974 32.674187 0.016940 0.007198 -0.023292 0.099364 0.000002
2.000000 -3.095645 -1.095645 236.208929 37.593819 236.229213 37.597047 0.013104 0.004638 0.130522 2.562513 0.000015
# Bieguny w przedziale od 55 do 75 Hz
1.000000 -4.395245 -2.395245 357.914189 56.963812 357.941175 56.968107 0.012279 0.006692 0.088961 -0.048114 0.000000
2.000000 -5.636497 -3.636497 380.151937 60.503060 380.193721 60.509710 0.014825 0.009565 0.555748 1.624580 0.000002
3.000000 -3.617471 -1.617471 412.100825 65.587883 412.116702 65.590410 0.008778 0.003925 0.610024 0.400274 0.000002
4.000000 -5.540563 -3.540563 432.961005 68.907884 432.996454 68.913526 0.012796 0.008177 0.678462 0.135433 -0.000002
5.000000 -3.015010 -1.015010 448.959743 71.454162 448.969866 71.455773 0.006715 0.002261 -0.738132 -2.408533 -0.000005
# Bieguny w przedziale od 76 do 79.5 Hz
1.000000 -11.707761 -9.707761 482.209819 76.746076 482.351926 76.768693 0.024272 0.020126 -1.093750 -0.548512 -0.000001
