# Lp. sigma sigma_kor w_t³. f_t³. w_nie_t³. f_nie_t³. ksi ksi_kor Re[R] Im[R] Amplituda
1.00000000 -2.53428228 -0.53428228 82.64085952 13.15270129 82.67970881 13.15888435 0.03065180 0.00646207 -0.01293075 0.47607385 0.00002687
2.00000000 -2.65639276 -0.65639276 113.10924433 18.00189535 113.14043299 18.00685917 0.02347872 0.00580158 -0.00101611 0.64453735 0.00001884
# Bieguny w przedziale od 25 do 50 Hz
1.000000 -16.070992 -14.070992 190.685155 30.348485 191.361190 30.456079 0.083983 0.073531 0.335895 -0.334378 -0.000002
2.000000 -3.445906 -1.445906 235.998249 37.560288 236.023405 37.564292 0.014600 0.006126 -0.089457 -3.129637 -0.000016
3.000000 -4.922161 -2.922161 292.286619 46.518860 292.328061 46.525456 0.016838 0.009996 0.073564 -0.048371 -0.000001
# Bieguny w przedziale od 56 do 75 Hz
1.000000 -3.076908 -1.076908 354.503828 56.421037 354.517181 56.423162 0.008679 0.003038 0.020810 0.018222 -0.000000
2.000000 -4.356881 -2.356881 381.616258 60.736114 381.641128 60.740072 0.011416 0.006176 -0.191944 -0.164875 -0.000001
3.000000 -3.821122 -1.821122 411.040176 65.419076 411.057936 65.421902 0.009296 0.004430 -0.748009 -0.576887 -0.000002
4.000000 -4.317247 -2.317247 420.789371 66.970708 420.811518 66.974233 0.010259 0.005507 0.035659 0.681930 0.000001
5.000000 -5.947997 -3.947997 440.807331 70.156666 440.847459 70.163052 0.013492 0.008955 -0.421883 1.120449 0.000002
6.000000 -2.301297 -0.301297 448.585853 71.394656 448.591756 71.395595 0.005130 0.000672 0.058989 0.789742 0.000002
# Bieguny w przedziale od 75 do 80 Hz
1.000000 -4.098609 -2.098609 481.535943 76.638826 481.553385 76.641602 0.008511 0.004358 -0.172231 0.040680 0.000000
2.000000 -4.323357 -2.323357 494.037278 78.628475 494.056195 78.631486 0.008751 0.004703 0.297756 0.128698 0.000001
3.000000 -3.288033 -1.288033 498.897903 79.402067 498.908738 79.403792 0.006590 0.002582 -0.129844 0.283690 0.000001
