# Lp. sigma sigma_kor w_t�. f_t�. w_nie_t�. f_nie_t�. ksi ksi_kor Re[R] Im[R] Amplituda
1.00000000 -2.63695153 -0.63695153 83.07441719 13.22170414 83.11625776 13.22836327 0.03172606 0.00766338 -0.34651941 -1.28168793 -0.00007848
2.00000000 -3.01746565 -1.01746565 112.74657011 17.94417395 112.78694149 17.95059925 0.02675368 0.00902113 -0.14318950 -2.98078016 -0.00008687
3.00000000 -2.56202381 -0.56202381 215.38807131 34.28007623 215.40330830 34.28250127 0.01189408 0.00260917 -0.16439155 -0.18228689 -0.00000797
4.00000000 -3.45161270 -1.45161270 235.19057781 37.43174303 235.21590406 37.43577382 0.01467423 0.00617141 -1.35063476 -8.19129082 -0.00004345
# Bieguny w przedziale od 55 do 74 Hz
1.00000000 -1.18578323 0.81421677 364.00684524 57.93348874 364.00877663 57.93379613 0.00325757 -0.00223681 -0.02145300 -0.02067795 -0.00000224
2.00000000 -6.08904601 -4.08904601 382.09928810 60.81299045 382.14780184 60.82071165 0.01593375 0.01070017 -1.78258348 -2.44997239 -0.00000461
3.00000000 -9.48749623 -7.48749623 400.85662842 63.79831388 400.96888799 63.81618055 0.02366143 0.01867351 -0.15639154 -0.83778369 -0.00000207
4.00000000 -6.17821726 -4.17821726 428.15856643 68.14355227 428.20313915 68.15064624 0.01442824 0.00975756 -5.11023261 -3.82707435 -0.00000557
5.00000000 -7.13333002 -5.13333002 436.65977248 69.49656124 436.71803409 69.50583386 0.01633395 0.01175433 1.88886302 -1.73238413 -0.00000221
6.00000000 -2.79567568 -0.79567568 448.30353368 71.34972339 448.31225068 71.35111074 0.00623600 0.00177482 -0.48264617 -2.49266097 -0.00000585
# Bieguny w przedziale od 74 do 80 Hz
1.00000000 -5.13674201 -3.13674201 470.29211469 74.84931475 470.32016676 74.85377938 0.01092180 0.00666938 0.18296719 0.17485739 -0.00000192
2.00000000 -2.75620988 -0.75620988 478.90584083 76.22023184 478.91377207 76.22149414 0.00575513 0.00157901 -0.11682803 -0.03598388 -0.00000199
3.00000000 -2.68714606 -0.68714606 493.96630996 78.61717995 493.97361886 78.61834320 0.00543986 0.00139106 -0.11835745 -0.10476013 -0.00000182
4.00000000 -1.44111618 0.55888382 499.28521067 79.46370929 499.28729046 79.46404030 0.00288635 -0.00111936 -0.00553183 -0.07940513 -0.00000172
