# Lp. sigma sigma_kor w_t³. f_t³. w_nie_t³. f_nie_t³. ksi ksi_kor Re[R] Im[R] Amplituda
1.00000000 -2.36556783 -0.36556783 82.62322216 13.14989422 82.65707925 13.15528274 0.02861906 0.00442270 0.10570866 0.83516779 0.00005214
2.00000000 -2.72294426 -0.72294426 112.68221203 17.93393104 112.71510695 17.93916643 0.02415776 0.00641391 0.04982206 1.95808313 0.00005715
# Bieguny w przedziale od 25 do 50 Hz
1.000000 -3.599211 -1.599211 236.311184 37.610093 236.338591 37.614455 0.015229 0.006767 -1.063373 -5.776267 -0.000030
2.000000 -6.558192 -4.558192 259.285467 41.266564 259.368393 41.279762 0.025285 0.017574 -0.081763 -0.325536 -0.000003
# Bieguny w przedziale od 50 do 80 Hz
1.000000 -7.632180 -5.632180 329.403577 52.426208 329.491983 52.440278 0.023163 0.017094 -0.097808 0.157308 0.000000
2.000000 -3.446380 -1.446380 360.217648 57.330419 360.234134 57.333043 0.009567 0.004015 0.055975 -0.083409 -0.000000
3.000000 -11.272870 -9.272870 382.213301 60.831136 382.379504 60.857588 0.029481 0.024250 -0.695094 -0.451281 -0.000001
4.000000 -7.107755 -5.107755 413.174486 65.758762 413.235618 65.768491 0.017200 0.012360 -0.667586 -0.090625 0.000001
5.000000 -4.092080 -2.092080 448.212070 71.335167 448.230750 71.338139 0.009129 0.004667 -0.259075 -0.192725 -0.000000
6.000000 -3.066599 -1.066599 477.611641 76.014253 477.621485 76.015820 0.006421 0.002233 -0.050424 -0.207901 -0.000000
7.000000 -4.650873 -2.650873 493.155045 78.488063 493.176975 78.491553 0.009430 0.005375 0.163496 0.262737 0.000000
