# Lp. sigma sigma_kor w_t�. f_t�. w_nie_t�. f_nie_t�. ksi ksi_kor Re[R] Im[R] Amplituda
1.000000 -2.658082 -0.658082 82.943265 13.200831 82.985846 13.207608 0.032031 0.007930 -0.004132 -0.100951 -0.000001
2.000000 -2.444894 -0.444894 113.511805 18.065965 113.538132 18.070155 0.021534 0.003918 0.021724 0.218151 0.000003
3.00000000 -4.63986007 -2.63986007 202.94767287 32.30012533 203.00070499 32.30856565 0.02285637 0.01300419 -0.02254951 0.03503534 0.00000041
4.00000000 -2.18985479 -0.18985479 215.63085484 34.31871643 215.64197417 34.32048613 0.01015505 0.00088042 -0.01615256 -0.09324525 -0.00000101
5.00000000 -7.94498678 -5.94498678 234.82890615 37.37418119 234.96326943 37.39556577 0.03381374 0.02530177 0.24445568 -0.35127799 -0.00000225
6.00000000 -2.69212471 -0.69212471 237.69040773 37.82960332 237.70565298 37.83202967 0.01132546 0.00291169 -0.22418024 -0.22544695 -0.00000268
7.000000 -7.016383 -5.016383 305.791147 48.668173 305.871631 48.680982 0.022939 0.016400 -0.023906 -0.018121 0.000000
8.000000 -3.536464 -1.536464 363.928990 57.921098 363.946172 57.923832 0.009717 0.004222 -0.191377 0.081627 -0.000000
9.000000 -7.581600 -5.581600 379.581970 60.412347 379.657678 60.424396 0.019970 0.014702 -1.021119 -2.002383 -0.000001
10.000000 -3.221920 -1.221920 409.842815 65.228510 409.855480 65.230526 0.007861 0.002981 0.538938 1.692684 0.000002
11.000000 -8.066244 -6.066244 437.060519 69.560342 437.134946 69.572187 0.018453 0.013877 -1.546517 -0.234160 0.000001
12.000000 -2.778455 -0.778455 449.565849 71.550627 449.574435 71.551994 0.006180 0.001732 2.325464 3.127581 0.000003
13.000000 -6.046361 -4.046361 459.960158 73.204933 459.999898 73.211258 0.013144 0.008796 1.693698 0.364805 0.000007

