# Lp. sigma sigma_kor w_t�. f_t�. w_nie_t�. f_nie_t�. ksi ksi_kor Re[R] Im[R] Amplituda
1.00000000 -2.43201476 -0.43201476 82.17265844 13.07818478 82.20864000 13.08391142 0.02958344 0.00525510 0.19763456 1.36796236 0.00009908
2.00000000 -2.92919651 -0.92919651 111.65567868 17.77055319 111.69409463 17.77666727 0.02622517 0.00831912 0.44857615 3.59460512 0.00010681
# Bieguny w przedziale od 30 do 40 Hz
1.000000 -6.132476 -4.132476 213.752464 34.019761 213.840415 34.033759 0.028678 0.019325 1.350934 0.923953 0.000020
2.000000 -3.285299 -1.285299 235.616254 37.499492 235.639157 37.503137 0.013942 0.005455 3.596598 11.203318 0.000072
# Bieguny w przedziale od 40 do 80 Hz
1.000000 -3.308539 -1.308539 262.954242 41.850467 262.975056 41.853780 0.012581 0.004976 0.058295 0.013014 0.000010
2.000000 -7.854566 -5.854566 286.917421 45.664326 287.024913 45.681434 0.027365 0.020397 -0.115865 0.225323 0.000010
3.000000 -7.762354 -5.762354 318.664798 50.717078 318.759325 50.732122 0.024352 0.018077 0.441438 0.358594 0.000011
4.000000 -37.776147 -35.776147 371.517947 59.128918 373.433558 59.433797 0.101159 0.095803 30.147694 6.662304 0.000011
5.000000 -8.525143 -6.525143 373.499387 59.444274 373.596668 59.459756 0.022819 0.017466 -1.115939 3.266456 0.000011
6.000000 -4.200439 -2.200439 384.783247 61.240156 384.806173 61.243805 0.010916 0.005718 0.031553 -1.398645 0.000007
7.000000 -6.802437 -4.802437 425.602695 67.736773 425.657053 67.745424 0.015981 0.011282 7.916441 1.342057 0.000009
8.000000 -4.575385 -2.575385 448.971552 71.456042 448.994865 71.459752 0.010190 0.005736 5.447126 1.609202 0.000009
9.000000 -13.192773 -11.192773 457.403759 72.798069 457.593977 72.828343 0.028831 0.024460 1.489014 6.620069 0.000004
10.000000 -4.198765 -2.198765 477.747356 76.035853 477.765806 76.038790 0.008788 0.004602 0.689890 0.114326 0.000004
11.000000 -3.113323 -1.113323 493.810379 78.592363 493.820193 78.593925 0.006305 0.002255 0.304936 0.025963 0.000004
12.000000 -1.020686 0.979314 499.361669 79.475878 499.362712 79.476044 0.002044 -0.001961 0.028415 -0.004625 0.000004
