# Lp. sigma sigma_kor w_t�. f_t�. w_nie_t�. f_nie_t�. ksi ksi_kor Re[R] Im[R] Amplituda
1.00000000 -2.31035819 -0.31035819 82.91674301 13.19660952 82.94892420 13.20173131 0.02785278 0.00374156 -0.00510646 0.10246135 0.00000641
2.00000000 -2.59268264 -0.59268264 113.69810233 18.09561501 113.72765924 18.10031913 0.02279729 0.00521142 -0.01327855 -0.17774622 -0.00000522
3.00000000 -12.07640153 -10.07640153 195.36270545 31.09294027 195.73560268 31.15228871 0.06169752 0.05147966 0.05655402 0.04076247 0.00000041
4.00000000 -4.19860425 -2.19860425 215.14640316 34.24161355 215.18736736 34.24813321 0.01951139 0.01021716 0.06610548 0.47666335 0.00000229
5.00000000 -3.15678912 -1.15678912 237.69102344 37.82970131 237.71198527 37.83303749 0.01327989 0.00486635 -0.16804156 -0.40240181 -0.00000256
6.00000000 -230.69046380 -228.69046380 135.37187837 21.54510360 267.47642053 42.57019449 0.86247028 0.85499299 6.79352447 4.04702061 -0.00000041
7.00000000 -27.75733979 -25.75733979 301.81087386 48.03469245 303.08459791 48.23741193 0.09158281 0.08498399 0.11389742 0.15859860 0.00000025
8.00000000 -0.89086352 1.10913648 363.16690724 57.79980845 363.16799990 57.79998236 0.00245303 -0.00305406 0.02974509 -0.00899020 0.00000050
9.00000000 -6.77937096 -4.77937096 382.06929891 60.80821753 382.12944017 60.81778930 0.01774103 0.01250720 1.23718675 0.99584886 0.00000127
10.00000000 -3.15684807 -1.15684807 409.79066319 65.22020968 409.80282250 65.22214489 0.00770333 0.00282294 -0.25406327 -0.79201442 -0.00000190
11.00000000 -6.82796580 -4.82796580 445.84065355 70.95774384 445.89293499 70.96606469 0.01531302 0.01082763 0.11372938 3.34698905 0.00000460
12.00000000 -1.94754935 0.05245065 449.02533660 71.46460189 449.02956012 71.46527409 0.00433724 -0.00011681 0.05605888 2.07035377 0.00000702
13.00000000 -1.99455034 0.00544966 470.99163849 74.96064742 470.99586172 74.96131957 0.00423475 -0.00001157 -0.00658475 0.10967525 0.00000084
14.00000000 -2.15714863 -0.15714863 479.57768719 76.32715951 479.58253861 76.32793164 0.00449797 0.00032768 -0.24065587 0.37458949 0.00000069
15.00000000 -6.97969287 -4.97969287 492.95056721 78.45551947 492.99997751 78.46338337 0.01415759 0.01010080 -0.25903303 0.10675256 0.00000051
