# Lp. sigma sigma_kor w_t³. f_t³. w_nie_t³. f_nie_t³. ksi ksi_kor Re[R] Im[R] Amplituda
1.00000000 -2.52831321 -0.52831321 82.71651602 13.16474240 82.75514721 13.17089075 0.03055173 0.00638405 -0.03023302 -0.31042513 -0.00001798
2.00000000 -2.63778934 -0.63778934 113.31677035 18.03492414 113.34746744 18.03980973 0.02327171 0.00562685 0.03217805 0.59444661 0.00001757
# Bieguny w przedziale od 25 do 45 Hz
1.000000 -3.273943 -1.273943 236.257322 37.601521 236.280005 37.605131 0.013856 0.005392 -0.167542 -1.307773 -0.000007
# Bieguny w przedziale od 55 do 66.8 Hz
1.000000 -6.546689 -4.546689 361.561348 57.544276 361.620612 57.553708 0.018104 0.012573 0.132644 0.562326 0.000000
2.000000 -4.980809 -2.980809 380.696560 60.589739 380.729142 60.594925 0.013082 0.007829 -0.700807 -1.570942 -0.000003
3.000000 -3.731116 -1.731116 410.250024 65.293319 410.266991 65.296020 0.009094 0.004219 0.532835 2.331733 0.000004
# Bieguny w przedziale od 66.8 do 75 Hz
1.000000 -3.905581 -1.905581 442.733949 70.463296 442.751175 70.466038 0.008821 0.004304 0.115970 1.755699 0.000003
2.000000 -2.632842 -0.632842 448.951494 71.452849 448.959214 71.454078 0.005864 0.001410 0.444861 2.254461 0.000005
# Bieguny w przedziale od 75 do 80 Hz
1.000000 -3.344792 -1.344792 476.700762 75.869283 476.712496 75.871150 0.007016 0.002821 -0.512122 -0.509740 -0.000001
2.000000 -3.132565 -1.132565 489.097844 77.842340 489.107876 77.843936 0.006405 0.002316 -0.130022 0.039955 0.000000
