# Lp. sigma sigma_kor w_t³. f_t³. w_nie_t³. f_nie_t³. ksi ksi_kor Re[R] Im[R] Amplituda
1.00000000 -2.50788147 -0.50788147 82.06575518 13.06117060 82.10406593 13.06726794 0.03054516 0.00618583 -0.19798645 -1.33030649 -0.00008580
2.00000000 -3.09104949 -1.09104949 111.31219627 17.71588626 111.35510597 17.72271555 0.02775849 0.00979793 -0.33944612 -2.15996602 -0.00006047
# Bieguny w przedziale od 25 do 50 Hz
1.000000 -8.137993 -6.137993 162.224914 25.818897 162.428907 25.851363 0.050102 0.037789 -0.220585 -0.035614 -0.000004
2.000000 -12.837175 -10.837175 208.413673 33.170066 208.808650 33.232929 0.061478 0.051900 -2.298796 -5.607340 -0.000016
3.000000 -3.071326 -1.071326 214.199531 34.090914 214.221549 34.094419 0.014337 0.005001 -0.879598 -0.086200 -0.000017
4.000000 -3.218417 -1.218417 236.368643 37.619238 236.390553 37.622725 0.013615 0.005154 0.632973 0.784658 0.000005
5.000000 -2.773098 -0.773098 270.427485 43.039871 270.441703 43.042134 0.010254 0.002859 0.034927 -0.043057 -0.000002
6.000000 -2.000622 -0.000622 292.401632 46.537165 292.408476 46.538254 0.006842 0.000002 -0.029597 -0.005494 -0.000002
7.000000 -6.604349 -4.604349 308.015190 49.022140 308.085986 49.033408 0.021437 0.014945 -0.166385 -0.366576 -0.000002
# Bieguny w przedziale od 50 do 71 Hz
1.000000 -8.713037 -6.713037 372.250220 59.245463 372.352176 59.261689 0.023400 0.018029 0.049865 -4.953210 -0.000006
2.000000 -7.928186 -5.928186 411.708467 65.525438 411.784796 65.537586 0.019253 0.014396 -4.634719 0.217095 -0.000006
3.000000 -12.948883 -10.948883 438.154415 69.734441 438.345714 69.764887 0.029540 0.024978 -5.890703 5.548509 0.000004
