# Lp. sigma sigma_kor w_t³. f_t³. w_nie_t³. f_nie_t³. ksi ksi_kor Re[R] Im[R] Amplituda
1.00000000 -2.59053176 -0.59053176 82.52026650 13.13350832 82.56091834 13.13997826 0.03137722 0.00715268 -0.08722475 -1.02394558 -0.00006067
2.00000000 -2.91998970 -0.91998970 112.55513450 17.91370603 112.59300441 17.91973321 0.02593402 0.00817093 -0.09879756 -2.39729374 -0.00006704
# Bieguny w przedziale od 25 do 50 Hz
1.000000 -11.025122 -9.025122 221.069667 35.184330 221.344417 35.228058 0.049810 0.040774 0.049183 1.238307 0.000011
2.000000 -3.325650 -1.325650 234.746135 37.361008 234.769691 37.364757 0.014166 0.005647 0.153964 6.343390 0.000034
3.000000 -4.383356 -2.383356 307.757328 48.981100 307.788542 48.986068 0.014241 0.007743 0.037268 -0.032584 -0.000001
# Bieguny w przedziale od 50 do 66 Hz
1.000000 -5.598681 -3.598681 317.456909 50.524836 317.506274 50.532693 0.017633 0.011334 -0.036117 -0.005440 -0.000001
2.000000 -8.096489 -6.096489 340.489372 54.190567 340.585621 54.205885 0.023772 0.017900 -0.140176 -0.015593 -0.000000
3.000000 -5.093000 -3.093000 355.767088 56.622091 355.803540 56.627892 0.014314 0.008693 -0.054050 -0.079015 -0.000000
4.000000 -7.096103 -5.096103 384.392852 61.178023 384.458346 61.188446 0.018457 0.013255 -0.076272 0.375484 0.000001
5.000000 -2.149089 -0.149089 385.014222 61.276917 385.020220 61.277871 0.005582 0.000387 0.060623 0.003287 0.000001
6.000000 -4.737365 -2.737365 401.374023 63.880660 401.401979 63.885109 0.011802 0.006820 0.003676 -0.067731 -0.000000
7.000000 -3.049443 -1.049443 411.569555 65.503329 411.580852 65.505127 0.007409 0.002550 -0.095628 -0.121913 -0.000000
# Bieguny w przedziale od 66 do 72.6 Hz
1.000000 -7.991085 -5.991085 421.196864 67.035563 421.272662 67.047626 0.018969 0.014221 0.351234 0.082439 0.000000
2.000000 -2.337992 -0.337992 431.540391 68.681786 431.546724 68.682794 0.005418 0.000783 0.043596 0.026661 0.000000
3.000000 -3.989876 -1.989876 446.535737 71.068370 446.553562 71.071207 0.008935 0.004456 0.158412 0.113872 0.000000
# Bieguny w przedziale od 72.6 do 80 Hz
1.000000 -2.746199 -0.746199 464.654942 73.952131 464.663057 73.953422 0.005910 0.001606 -0.015936 0.010938 0.000000
2.000000 -11.284533 -9.284533 465.541437 74.093221 465.678183 74.114985 0.024232 0.019938 0.046254 0.547331 0.000000
3.000000 -2.844406 -0.844406 495.938749 78.931103 495.946906 78.932402 0.005735 0.001703 0.041800 -0.001191 0.000000
4.000000 -2.602171 -0.602171 500.493826 79.656066 500.500590 79.657143 0.005199 0.001203 0.053053 0.030133 0.000000
