# Lp. sigma sigma_kor w_t³. f_t³. w_nie_t³. f_nie_t³. ksi ksi_kor Re[R] Im[R] Amplituda
1.00000000 -2.63451047 -0.63451047 82.64752546 13.15376221 82.68950423 13.16044334 0.03186028 0.00767341 0.07286507 1.17548786 0.00006591
2.00000000 -2.65143186 -0.65143186 112.58090798 17.91780800 112.61212605 17.92277651 0.02354482 0.00578474 -0.01860508 -1.38015628 -0.00004070
# Bieguny w przedziale od 25 do 50 Hz
1.000000 -4.208214 -2.208214 218.290438 34.742002 218.330997 34.748457 0.019274 0.010114 0.791937 0.778571 0.000006
2.000000 -3.417311 -1.417311 235.735136 37.518412 235.759904 37.522354 0.014495 0.006012 -0.622934 -2.851504 -0.000016
# Bieguny w przedziale od 50 do 60.6 Hz
1.000000 -6.032011 -4.032011 327.010769 52.045380 327.066397 52.054234 0.018443 0.012328 -0.010133 -0.035121 0.000001
2.000000 -3.473169 -1.473169 362.927284 57.761671 362.943903 57.764316 0.009569 0.004059 0.113140 0.046187 0.000000
3.000000 -8.201533 -6.201533 365.397135 58.154760 365.489167 58.169408 0.022440 0.016968 -0.220167 0.333589 0.000000
# Bieguny w przedziale od 60.6 do 73 Hz
1.000000 -4.943533 -2.943533 384.761660 61.236720 384.793417 61.241774 0.012847 0.007650 0.160153 -0.127169 -0.000000
2.000000 -4.142334 -2.142334 410.620330 65.352255 410.641223 65.355581 0.010087 0.005217 -0.256077 -0.002257 -0.000001
3.000000 -2.827218 -0.827218 448.481256 71.378009 448.490167 71.379427 0.006304 0.001844 0.334130 0.639967 0.000001
# Bieguny w przedziale od 73 do 74.4 Hz
1.000000 -5.150407 -3.150407 460.027528 73.215655 460.056359 73.220244 0.011195 0.006848 -0.072941 -0.171453 -0.000000
2.000000 -2.593212 -0.593212 466.781364 74.290561 466.788568 74.291708 0.005555 0.001271 0.116506 0.010266 -0.000000
# Bieguny w przedziale od 74.4 do 77 Hz
1.000000 -2.677318 -0.677318 475.940737 75.748321 475.948267 75.749519 0.005625 0.001423 -0.046827 0.097319 -0.000000
2.000000 -2.491432 -0.491432 480.660465 76.499489 480.666922 76.500517 0.005183 0.001022 -0.080512 0.056153 -0.000000
# Bieguny w przedziale od 77 do 80 Hz
1.000000 -3.693257 -1.693257 489.543065 77.913199 489.556996 77.915416 0.007544 0.003459 -0.040920 -0.051998 -0.000000
2.000000 -2.763322 -0.763322 495.200172 78.813555 495.207882 78.814782 0.005580 0.001541 -0.133481 0.032344 0.000000
