# Lp. sigma sigma_kor w_t�. f_t�. w_nie_t�. f_nie_t�. ksi ksi_kor Re[R] Im[R] Amplituda
1.00000000 -2.48778732 -0.48778732 82.91882313 13.19694058 82.95613488 13.20287893 0.02998919 0.00588006 0.16325491 1.07222128 0.00006554
2.00000000 -2.89781279 -0.89781279 112.86031945 17.96227772 112.89751558 17.96819767 0.02566764 0.00795246 0.15792360 2.05411982 0.00005969
3.00000000 -19.41618307 -17.41618307 162.69353284 25.89347996 163.84802041 26.07722236 0.11850118 0.10629474 0.02112455 -0.53829020 0.00000227
# Bieguny w przedziale od 25 do 50 Hz
1.00000000 -2.86551120 -0.86551120 217.06454090 34.54689465 217.08345416 34.54990479 0.01320004 0.00398700 0.13724371 0.05158269 0.00000458
2.000000 -3.689487 -1.689487 235.617149 37.499634 235.646034 37.504231 0.015657 0.007170 1.002800 6.220439 0.000031
3.000000 -159.339172 -157.339172 282.610955 44.978930 324.434775 51.635398 0.491129 0.484964 29.983405 18.410659 -0.000004
# Bieguny w przedziale od 50 do 65 Hz
1.000000 -8.187790 -6.187790 325.254436 51.765851 325.357477 51.782251 0.025166 0.019018 -0.007854 0.120387 -0.000002
2.000000 -6.089502 -4.089502 349.926466 55.692527 349.979447 55.700959 0.017400 0.011685 -0.038962 0.086765 -0.000002
3.000000 -2.892608 -0.892608 359.052105 57.144917 359.063757 57.146772 0.008056 0.002486 0.033599 0.009602 -0.000002
4.000000 -7.375915 -5.375915 385.436656 61.344149 385.507224 61.355380 0.019133 0.013945 -0.004869 0.332191 -0.000001
5.000000 -7.183402 -5.183402 396.630271 63.125668 396.695315 63.136020 0.018108 0.013066 -0.067531 0.057847 -0.000001
# Bieguny w przedziale od 65 do 80 Hz
1.000000 -2.576804 -0.576804 411.092461 65.427397 411.100537 65.428683 0.006268 0.001403 -0.046092 0.006358 -0.000001
2.000000 -7.074109 -5.074109 424.011174 67.483474 424.070181 67.492866 0.016681 0.011965 0.279076 -0.164002 -0.000001
3.000000 -4.363669 -2.363669 429.960163 68.430285 429.982306 68.433809 0.010148 0.005497 -0.177781 0.646470 0.000001
4.000000 -6.425399 -4.425399 436.297051 69.438832 436.344362 69.446362 0.014726 0.010142 -0.289285 0.238493 -0.000001
5.000000 -2.672643 -0.672643 449.044493 71.467651 449.052446 71.468917 0.005952 0.001498 -0.360305 -0.395869 -0.000001
6.000000 -4.483164 -2.483164 465.112976 74.025029 465.134582 74.028468 0.009638 0.005339 -0.136733 -0.080492 -0.000001
7.000000 -5.256727 -3.256727 476.305943 75.806445 476.334949 75.811062 0.011036 0.006837 0.121538 -0.260839 -0.000001
8.000000 -2.608352 -0.608352 495.374062 78.841231 495.380929 78.842324 0.005265 0.001228 -0.058602 0.047823 -0.000001
9.000000 -2.580596 -0.580596 499.682870 79.526999 499.689534 79.528059 0.005164 0.001162 -0.145945 -0.072405 -0.000001
