# Lp. sigma sigma_kor w_t³. f_t³. w_nie_t³. f_nie_t³. ksi ksi_kor Re[R] Im[R] Amplituda
1.00000000 -3.58166297 -1.58166297 81.97771061 13.04715787 82.05591598 13.05960464 0.04364905 0.01927543 0.26506385 1.63155449 0.00006542
2.00000000 -2.68928867 -0.68928867 111.38886193 17.72808798 111.42132128 17.73325405 0.02413621 0.00618633 -0.31605695 -1.55475490 -0.00004958
3.00000000 -5.12092830 -3.12092830 215.13021091 34.23903648 215.19115120 34.24873542 0.02379711 0.01450305 5.68905719 -0.42680149 0.00002321
4.00000000 -15.18893381 -13.18893381 215.22022044 34.25336194 215.75552599 34.33855846 0.07039882 0.06112907 -4.82596781 11.75427264 0.00002301
5.00000000 -2.80089954 -0.80089954 236.77027250 37.68315925 236.78683869 37.68579584 0.01182878 0.00338237 0.68229677 0.18740702 0.00001029
# Bieguny w przedziale od 55 do 80 Hz
1.000000 -18.941648 -16.941648 362.195006 57.645125 362.689961 57.723900 0.052225 0.046711 -7.043780 -2.103963 -0.000001
2.000000 -1.511959 0.488041 364.016361 57.935003 364.019501 57.935503 0.004154 -0.001341 -0.009144 0.022681 -0.000001
3.000000 -12.120654 -10.120654 376.726970 59.957959 376.921902 59.988984 0.032157 0.026851 -1.268547 -8.188209 -0.000003
4.000000 -3.412928 -1.412928 382.954011 60.949024 382.969219 60.951444 0.008912 0.003689 -0.219860 0.570335 0.000004
5.000000 -3.493178 -1.493178 410.711440 65.366756 410.726295 65.369120 0.008505 0.003635 1.703757 0.491516 0.000004
6.000000 -14.710768 -12.710768 421.028549 67.008775 421.285469 67.049665 0.034919 0.030171 1.570705 -4.793688 0.000001
7.000000 -10.232224 -8.232224 442.953070 70.498171 443.071236 70.516977 0.023094 0.018580 2.228508 1.585417 0.000007
8.000000 -10.765589 -8.765589 471.244083 75.000825 471.367037 75.020394 0.022839 0.018596 -2.123595 -2.978607 0.000002
9.000000 -1.036665 0.963335 489.092752 77.841529 489.093851 77.841704 0.002120 -0.001970 1.607307 1.199430 0.000002
10.000000 -8.288971 -6.288971 489.909897 77.971582 489.980014 77.982741 0.016917 0.012835 -0.200694 -1.393821 0.000002
11.000000 -1.748064 0.251936 496.359053 78.997997 496.362131 78.998487 0.003522 -0.000508 -0.349814 0.550073 0.000003
