# Lp. sigma sigma_kor w_t³. f_t³. w_nie_t³. f_nie_t³. ksi ksi_kor Re[R] Im[R] Amplituda
1.00000000 -2.18322866 -0.18322866 82.28735906 13.09643995 82.31631641 13.10104865 0.02652243 0.00222591 0.02038558 -0.88398187 -0.00005821
2.00000000 -19.72350011 -17.72350011 110.47035452 17.58190299 112.21726999 17.85993322 0.17576172 0.15793915 -0.93196783 0.04962596 0.00003866
3.00000000 -3.03586261 -1.03586261 113.13662913 18.00625377 113.17735335 18.01273523 0.02682394 0.00915256 0.42323054 1.58875258 0.00004482
4.00000000 -3.62239322 -1.62239322 216.83266482 34.50999043 216.86292045 34.51480576 0.01670361 0.00748119 0.40316212 0.88351603 0.00000711
5.00000000 -3.33334171 -1.33334171 235.05819924 37.41067432 235.08183298 37.41443575 0.01417950 0.00567182 -0.54244368 -3.16943881 -0.00001719
6.00000000 -91.89582860 -89.89582860 251.83663417 40.08104518 268.07934203 42.66615242 0.34279340 0.33533292 -2.33562130 -1.33795394 -0.00000295
# Bieguny w przedziale od 50 do 64 Hz
1.000000 -2.163875 -0.163875 321.441461 51.158997 321.448745 51.160157 0.006732 0.000510 0.000791 -0.003494 -0.000000
2.000000 -3.676783 -1.676783 332.266800 52.881904 332.287143 52.885141 0.011065 0.005046 -0.034719 -0.019550 -0.000000
3.000000 -2.923706 -0.923706 353.126831 56.201881 353.138934 56.203807 0.008279 0.002616 -0.018773 0.026364 -0.000000
4.000000 -3.950418 -1.950418 363.133694 57.794522 363.155181 57.797942 0.010878 0.005371 -0.098539 -0.027131 -0.000000
5.000000 -4.648612 -2.648612 371.647485 59.149534 371.676556 59.154161 0.012507 0.007126 -0.070216 -0.054902 -0.000000
6.000000 -5.458770 -3.458770 383.915294 61.102017 383.954101 61.108193 0.014217 0.009008 -0.217774 -0.492358 -0.000001
7.000000 -2.347241 -0.347241 390.854710 62.206459 390.861758 62.207581 0.006005 0.000888 0.010667 -0.011683 -0.000000
# Bieguny w przedziale od 64 do 76.6 Hz
1.000000 -3.371407 -1.371407 411.242406 65.451262 411.256226 65.453461 0.008198 0.003335 -0.207354 -0.433166 -0.000001
2.000000 -12.416331 -10.416331 415.160024 66.074770 415.345652 66.104314 0.029894 0.025079 0.152382 -0.630920 -0.000001
3.000000 -5.936661 -3.936661 468.160315 74.510028 468.197955 74.516019 0.012680 0.008408 -0.098777 -0.230505 -0.000000
4.000000 -2.885801 -0.885801 477.854372 76.052885 477.863086 76.054272 0.006039 0.001854 0.133011 0.130083 0.000000
# Bieguny w przedziale od 76 do 80 Hz
1.000000 -3.102816 -1.102816 480.987064 76.551469 480.997072 76.553062 0.006451 0.002293 0.067856 -0.080171 0.000000
