# Lp. sigma sigma_kor w_t³. f_t³. w_nie_t³. f_nie_t³. ksi ksi_kor Re[R] Im[R] Amplituda
1.00000000 -2.36348820 -0.36348820 82.40006689 13.11437796 82.43395598 13.11977157 0.02867129 0.00440945 0.01869604 1.21334297 0.00007501
2.00000000 -2.74625149 -0.74625149 112.22513646 17.86118521 112.25873307 17.86653227 0.02446359 0.00664760 0.13785036 2.53115571 0.00007367
# Bieguny w przedziale od 25 do 50 Hz
1.000000 -6.565727 -4.565727 213.242262 33.938560 213.343318 33.954644 0.030775 0.021401 -0.283822 -0.636252 -0.000010
2.000000 -3.918060 -1.918060 234.370802 37.301272 234.403550 37.306484 0.016715 0.008183 -0.443063 -8.544529 -0.000038
3.000000 -2.310207 -0.310207 257.647655 41.005898 257.658012 41.007546 0.008966 0.001204 0.176336 0.142717 -0.000005
4.000000 -7.931142 -5.931142 305.043726 48.549217 305.146814 48.565624 0.025991 0.019437 -0.117582 0.020086 0.000001
# Bieguny w przedziale od 50 do 62 Hz
1.000000 -9.399040 -7.399040 329.461766 52.435469 329.595809 52.456802 0.028517 0.022449 -0.218575 0.167432 0.000001
2.000000 -9.563720 -7.563720 347.709660 55.339711 347.841159 55.360640 0.027495 0.021745 -0.261623 -0.018923 0.000001
3.000000 -6.669683 -4.669683 365.502614 58.171548 365.563463 58.181232 0.018245 0.012774 0.251567 0.120545 0.000000
4.000000 -3.834545 -1.834545 379.485971 60.397068 379.505343 60.400151 0.010104 0.004834 0.129915 0.105994 0.000000
# Bieguny w przedziale od 62 do 80 Hz
1.000000 -3.722909 -1.722909 411.858543 65.549323 411.875369 65.552001 0.009039 0.004183 0.555846 0.445178 0.000001
2.000000 -4.305341 -2.305341 429.516058 68.359604 429.537636 68.363038 0.010023 0.005367 -0.289424 -0.143008 -0.000001
3.000000 -4.258215 -2.258215 448.135425 71.322968 448.155655 71.326188 0.009502 0.005039 -0.513633 -1.073694 -0.000002
4.000000 -3.649198 -1.649198 478.101268 76.092180 478.115195 76.094397 0.007632 0.003449 -0.015983 0.278029 0.000000
5.000000 -6.901837 -4.901837 494.074524 78.634403 494.122729 78.642075 0.013968 0.009920 -0.505712 -0.008405 -0.000000
