# Lp. sigma sigma_kor w_t³. f_t³. w_nie_t³. f_nie_t³. ksi ksi_kor Re[R] Im[R] Amplituda
1.00000000 -2.61045975 -0.61045975 82.60479593 13.14696160 82.64603324 13.15352472 0.03158603 0.00738644 0.06187489 0.94482612 0.00005304
2.00000000 -2.66403899 -0.66403899 112.89347113 17.96755397 112.92489950 17.97255595 0.02359125 0.00588036 -0.03497652 -1.23163068 -0.00003639
# Bieguny w przedziale od 30 do 80 Hz
1.000000 -4.628672 -2.628672 216.337464 34.431177 216.386975 34.439057 0.021391 0.012148 0.335972 0.732226 0.000005
2.000000 -3.451373 -1.451373 236.413418 37.626364 236.438609 37.630373 0.014597 0.006138 -0.581525 -2.553809 -0.000014
3.000000 -22.637436 -20.637436 261.652774 41.643332 262.630211 41.798896 0.086195 0.078580 -0.321818 -0.229622 -0.000002
4.000000 -4.045873 -2.045873 365.654969 58.195796 365.677351 58.199358 0.011064 0.005595 0.208230 0.112992 0.000001
5.000000 -7.529208 -5.529208 379.650898 60.423317 379.725550 60.435198 0.019828 0.014561 0.899318 1.495805 0.000001
6.000000 -2.254108 -0.254108 410.400438 65.317258 410.406628 65.318244 0.005492 0.000619 -0.223669 -0.155998 -0.000001
7.000000 -3.236198 -1.236198 449.506779 71.541226 449.518428 71.543080 0.007199 0.002750 0.910857 1.082912 0.000002
8.000000 -40.785002 -38.785002 450.001015 71.619886 451.845471 71.913440 0.090263 0.085837 -5.107074 1.279680 0.000002
9.000000 -4.612666 -2.612666 471.862307 75.099219 471.884852 75.102807 0.009775 0.005537 0.037609 -0.361947 -0.000000
10.000000 -14.954665 -12.954665 490.358999 78.043059 490.586986 78.079344 0.030483 0.026406 0.934746 -1.314335 -0.000000
11.000000 -3.443563 -1.443563 496.197046 78.972213 496.208995 78.974114 0.006940 0.002909 -0.260510 0.131742 -0.000000
