# Lp. sigma sigma_kor w_t³. f_t³. w_nie_t³. f_nie_t³. ksi ksi_kor Re[R] Im[R] Amplituda
1.00000000 -2.48074812 -0.48074812 82.79648188 13.17746936 82.83363763 13.18338288 0.02994856 0.00580378 -0.00318899 0.44793160 0.00002618
2.00000000 -2.59709788 -0.59709788 112.95660797 17.97760251 112.98646025 17.98235365 0.02298592 0.00528469 0.00587786 -0.43589144 -0.00001289
# Bieguny w przedziale od 25 do 50 Hz
1.000000 -3.222743 -1.222743 214.386778 34.120715 214.410999 34.124570 0.015031 0.005703 -0.145193 -0.357694 -0.000002
2.000000 -3.450704 -1.450704 236.183831 37.589824 236.209038 37.593836 0.014609 0.006142 0.144594 1.576742 0.000008
# Bieguny w przedziale od 50 do 68 Hz
1.000000 -11.725255 -9.725255 345.733550 55.025204 345.932319 55.056839 0.033895 0.028113 -0.233146 -0.068571 0.000000
2.000000 -9.036703 -7.036703 390.700569 62.181927 390.805062 62.198557 0.023123 0.018006 0.842992 -0.079617 -0.000002
3.000000 -3.487032 -1.487032 409.881521 65.234670 409.896353 65.237031 0.008507 0.003628 -0.657856 -2.573882 -0.000005
# Bieguny w przedziale od 68 do 76 Hz
1.000000 -4.289190 -2.289190 442.756421 70.466873 442.777196 70.470179 0.009687 0.005170 -0.089873 -2.220364 -0.000003
2.000000 -2.162025 -0.162025 448.656207 71.405853 448.661416 71.406682 0.004819 0.000361 0.046555 -0.739324 -0.000003
3.000000 -3.844019 -1.844019 465.881413 74.147330 465.897272 74.149854 0.008251 0.003958 -0.085740 0.040943 0.000001
4.000000 -2.718356 -0.718356 477.096781 75.932311 477.104525 75.933544 0.005698 0.001506 0.213887 0.162310 0.000000
# Bieguny w przedziale od 76 do 80 Hz
1.000000 -3.429997 -1.429997 480.449294 76.465880 480.461537 76.467829 0.007139 0.002976 0.009628 -0.252427 -0.000000
2.000000 -7.188650 -5.188650 495.347337 78.836977 495.399497 78.845279 0.014511 0.010474 0.012075 -0.426862 -0.000000
