# Lp. sigma sigma_kor w_t�. f_t�. w_nie_t�. f_nie_t�. ksi ksi_kor Re[R] Im[R] Amplituda
1.00000000 -2.24666967 -0.24666967 82.86667601 13.18864110 82.89712611 13.19348739 0.02710190 0.00297561 0.00161869 -0.09844625 -0.00000597
2.00000000 -2.63278344 -0.63278344 113.74812249 18.10357596 113.77858725 18.10842458 0.02313953 0.00556153 0.02399481 0.19163181 0.00000586
3.00000000 -3.33155920 -1.33155920 216.30583831 34.42614339 216.33149326 34.43022650 0.01540025 0.00615518 -0.19026282 -0.52573128 -0.00000362
4.00000000 -121.60018770 -119.60018770 187.89025181 29.90366233 223.80650655 35.61991181 0.54332731 0.53439102 -1.52003005 1.90440587 -0.00000043
5.00000000 -2.56046281 -0.56046281 237.37202813 37.77893163 237.38583721 37.78112941 0.01078608 0.00236098 0.10803507 0.43665169 0.00000308
6.00000000 -71.97682941 -69.97682941 354.01833305 56.34376765 361.26118544 57.49650341 0.19923765 0.19370149 -3.14102124 2.39886461 -0.00000092
7.00000000 -4.10848740 -2.10848740 361.36217210 57.51257594 361.38552695 57.51629298 0.01136871 0.00583445 -0.12959317 -0.31320985 -0.00000104
8.00000000 -6.51168130 -4.51168130 381.29950659 60.68570127 381.35510449 60.69454995 0.01707511 0.01183066 -1.42125895 -2.03693261 -0.00000215
9.00000000 -2.28049822 -0.28049822 409.26764787 65.13696921 409.27400145 65.13798041 0.00557206 0.00068536 0.04727388 0.44706806 0.00000137
10.00000000 -3.96005336 -1.96005336 445.25171761 70.86401178 445.26932755 70.86681449 0.00889361 0.00440195 -2.11143312 -1.79853823 -0.00000337
11.00000000 -2.43678100 -0.43678100 448.39653620 71.36452520 448.40315742 71.36557900 0.00543435 0.00097408 1.20055113 -2.72501945 -0.00000543
12.00000000 -18.11267363 -16.11267363 465.78262736 74.13160755 466.13466390 74.18763591 0.03885717 0.03456656 0.24241685 -2.11512062 -0.00000119
13.00000000 -2.15418465 -0.15418465 477.04140688 75.92349796 477.04627070 75.92427206 0.00451567 0.00032321 0.21599175 0.16978755 0.00000053
# Bieguny w przedziale od 76 do 80 Hz
1.000000 -2.566914 -0.566914 479.049786 76.243141 479.056663 76.244236 0.005358 0.001183 0.194809 -0.165455 -0.000000
2.000000 -1.991891 0.008109 491.216385 78.179516 491.220424 78.180159 0.004055 -0.000017 -0.018626 -0.034487 -0.000001
3.000000 -3.579409 -1.579409 495.825463 78.913073 495.838383 78.915130 0.007219 0.003185 0.065298 -0.125137 -0.000000
